Target,Model Type,Model,PROCHECK
T1047s2-D1,two_best_unsupervised,Mod-2best_unsupervised_0,92.3|6.0|1.7|0.0
T1047s2-D1,two_best_unsupervised,Mod-2best_unsupervised_1,89.7|7.7|0.0|2.6
T1047s2-D1,two_best_unsupervised,Mod-2best_unsupervised_2,89.7|8.5|1.7|0.0
T1047s2-D1,two_best_unsupervised,Mod-2best_unsupervised_3,89.7|9.4|0.9|0.0
T1047s2-D1,two_best_unsupervised,Mod-2best_unsupervised_4,91.5|7.7|0.9|0.0
T1047s2-D3,AlphaFold,ranked_0,94.1|5.9|0.0|0.0
T1047s2-D3,AlphaFold,ranked_1,90.1|9.9|0.0|0.0
T1047s2-D3,AlphaFold,ranked_2,89.1|9.9|1.0|0.0
T1047s2-D3,AlphaFold,ranked_3,91.1|8.9|0.0|0.0
T1047s2-D3,AlphaFold,ranked_4,92.1|7.9|0.0|0.0
T1047s2-D3,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,95.0|4.0|1.0|0.0
T1047s2-D3,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,92.1|6.9|1.0|0.0
T1047s2-D3,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,95.0|4.0|1.0|0.0
T1047s2-D3,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,94.1|5.9|0.0|0.0
T1047s2-D3,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,90.1|6.9|1.0|2.0
T1047s2-D3,two_best_supervised,Mod-2best_supervised_0,94.1|5.0|1.0|0.0
T1047s2-D3,two_best_supervised,Mod-2best_supervised_1,95.0|5.0|0.0|0.0
T1047s2-D3,two_best_supervised,Mod-2best_supervised_2,95.0|5.0|0.0|0.0
T1047s2-D3,two_best_supervised,Mod-2best_supervised_3,95.0|4.0|1.0|0.0
T1047s2-D3,two_best_supervised,Mod-2best_supervised_4,94.1|5.0|1.0|0.0
T1047s2-D3,two_best_unsupervised,Mod-2best_unsupervised_0,95.0|4.0|1.0|0.0
T1047s2-D3,two_best_unsupervised,Mod-2best_unsupervised_1,94.1|5.0|0.0|1.0
T1047s2-D3,two_best_unsupervised,Mod-2best_unsupervised_2,93.1|6.9|0.0|0.0
T1047s2-D3,two_best_unsupervised,Mod-2best_unsupervised_3,97.0|3.0|0.0|0.0
T1047s2-D3,two_best_unsupervised,Mod-2best_unsupervised_4,92.1|7.9|0.0|0.0
T1049-D1,AlphaFold,ranked_0,93.5|6.5|0.0|0.0
T1049-D1,AlphaFold,ranked_1,93.5|6.5|0.0|0.0
T1049-D1,AlphaFold,ranked_2,95.3|4.7|0.0|0.0
T1049-D1,AlphaFold,ranked_3,92.5|7.5|0.0|0.0
T1049-D1,AlphaFold,ranked_4,92.5|7.5|0.0|0.0
T1049-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,97.2|2.8|0.0|0.0
T1049-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,96.3|3.7|0.0|0.0
T1049-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,99.1|0.9|0.0|0.0
T1049-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,98.1|1.9|0.0|0.0
T1049-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,96.3|2.8|0.0|0.9
T1049-D1,two_best_supervised,Mod-2best_supervised_0,100.0|0.0|0.0|0.0
T1049-D1,two_best_supervised,Mod-2best_supervised_1,99.1|0.9|0.0|0.0
T1049-D1,two_best_supervised,Mod-2best_supervised_2,98.1|0.9|0.9|0.0
T1049-D1,two_best_supervised,Mod-2best_supervised_3,100.0|0.0|0.0|0.0
T1049-D1,two_best_supervised,Mod-2best_supervised_4,100.0|0.0|0.0|0.0
T1049-D1,two_best_unsupervised,Mod-2best_unsupervised_0,95.3|4.7|0.0|0.0
T1049-D1,two_best_unsupervised,Mod-2best_unsupervised_1,97.2|2.8|0.0|0.0
T1049-D1,two_best_unsupervised,Mod-2best_unsupervised_2,99.1|0.9|0.0|0.0
T1049-D1,two_best_unsupervised,Mod-2best_unsupervised_3,95.3|4.7|0.0|0.0
T1049-D1,two_best_unsupervised,Mod-2best_unsupervised_4,95.3|4.7|0.0|0.0
T1053-D0,AlphaFold,ranked_0,91.9|7.2|0.4|0.6
T1053-D0,AlphaFold,ranked_1,91.3|8.3|0.2|0.2
T1053-D0,AlphaFold,ranked_2,92.0|7.2|0.6|0.2
T1053-D0,AlphaFold,ranked_3,91.9|7.2|0.4|0.6
T1053-D0,AlphaFold,ranked_4,92.0|7.6|0.2|0.2
T1053-D0,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,94.5|4.9|0.2|0.4
T1053-D0,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,95.1|4.4|0.4|0.2
T1053-D0,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,94.9|4.5|0.4|0.2
T1053-D0,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,94.9|4.5|0.4|0.2
T1053-D0,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,95.3|4.2|0.4|0.2
T1053-D0,two_best_supervised,Mod-2best_supervised_0,94.9|4.9|0.0|0.2
T1053-D0,two_best_supervised,Mod-2best_supervised_1,94.7|5.1|0.0|0.2
T1053-D0,two_best_supervised,Mod-2best_supervised_2,95.3|4.5|0.0|0.2
T1053-D0,two_best_supervised,Mod-2best_supervised_3,95.3|4.5|0.0|0.2
T1053-D0,two_best_supervised,Mod-2best_supervised_4,95.1|4.7|0.0|0.2
T1053-D0,two_best_unsupervised,Mod-2best_unsupervised_0,95.8|3.8|0.2|0.2
T1053-D0,two_best_unsupervised,Mod-2best_unsupervised_1,95.5|4.0|0.4|0.2
T1053-D0,two_best_unsupervised,Mod-2best_unsupervised_2,94.1|5.5|0.2|0.2
T1053-D0,two_best_unsupervised,Mod-2best_unsupervised_3,94.7|4.7|0.4|0.2
T1053-D0,two_best_unsupervised,Mod-2best_unsupervised_4,95.1|4.4|0.4|0.2
T1053-D1,AlphaFold,ranked_0,90.6|8.6|0.6|0.3
T1053-D1,AlphaFold,ranked_1,89.0|10.5|0.3|0.3
T1053-D1,AlphaFold,ranked_2,89.8|9.7|0.3|0.3
T1053-D1,AlphaFold,ranked_3,89.2|10.5|0.0|0.3
T1053-D1,AlphaFold,ranked_4,88.7|10.5|0.6|0.3
T1053-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,93.6|5.5|0.6|0.3
T1053-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,92.8|6.6|0.3|0.3
T1053-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,93.1|6.4|0.3|0.3
T1053-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,92.0|7.7|0.0|0.3
T1053-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,93.6|5.8|0.3|0.3
T1053-D1,two_best_supervised,Mod-2best_supervised_0,92.8|6.4|0.0|0.8
T1053-D1,two_best_supervised,Mod-2best_supervised_1,93.4|5.8|0.3|0.6
T1053-D1,two_best_supervised,Mod-2best_supervised_2,91.4|6.9|0.8|0.8
T1053-D1,two_best_supervised,Mod-2best_supervised_3,92.3|6.4|1.1|0.3
T1053-D1,two_best_supervised,Mod-2best_supervised_4,93.1|6.6|0.0|0.3
T1053-D1,two_best_unsupervised,Mod-2best_unsupervised_0,93.4|6.1|0.3|0.3
T1053-D1,two_best_unsupervised,Mod-2best_unsupervised_1,93.9|5.2|0.6|0.3
T1053-D1,two_best_unsupervised,Mod-2best_unsupervised_2,94.2|5.0|0.3|0.6
T1053-D1,two_best_unsupervised,Mod-2best_unsupervised_3,93.4|6.1|0.3|0.3
T1053-D1,two_best_unsupervised,Mod-2best_unsupervised_4,93.1|6.1|0.3|0.6
T1053-D2,AlphaFold,ranked_0,97.5|2.5|0.0|0.0
T1053-D2,AlphaFold,ranked_1,96.3|3.7|0.0|0.0
T1053-D2,AlphaFold,ranked_2,96.3|3.7|0.0|0.0
T1053-D2,AlphaFold,ranked_3,95.7|4.3|0.0|0.0
T1053-D2,AlphaFold,ranked_4,96.9|3.1|0.0|0.0
T1053-D2,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,99.4|0.6|0.0|0.0
T1053-D2,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,99.4|0.6|0.0|0.0
T1053-D2,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,99.4|0.6|0.0|0.0
T1053-D2,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,98.8|1.2|0.0|0.0
T1053-D2,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,98.8|1.2|0.0|0.0
T1053-D2,two_best_supervised,Mod-2best_supervised_0,98.8|1.2|0.0|0.0
T1053-D2,two_best_supervised,Mod-2best_supervised_1,98.8|1.2|0.0|0.0
T1053-D2,two_best_supervised,Mod-2best_supervised_2,98.8|1.2|0.0|0.0
T1053-D2,two_best_supervised,Mod-2best_supervised_3,98.8|1.2|0.0|0.0
T1053-D2,two_best_supervised,Mod-2best_supervised_4,98.8|1.2|0.0|0.0
T1053-D2,two_best_unsupervised,Mod-2best_unsupervised_0,98.1|1.2|0.6|0.0
T1053-D2,two_best_unsupervised,Mod-2best_unsupervised_1,98.1|1.2|0.6|0.0
T1053-D2,two_best_unsupervised,Mod-2best_unsupervised_2,99.4|0.6|0.0|0.0
T1053-D2,two_best_unsupervised,Mod-2best_unsupervised_3,98.8|1.2|0.0|0.0
T1053-D2,two_best_unsupervised,Mod-2best_unsupervised_4,98.8|1.2|0.0|0.0
T1054-D1,AlphaFold,ranked_0,94.6|5.4|0.0|0.0
T1054-D1,AlphaFold,ranked_1,94.6|5.4|0.0|0.0
T1054-D1,AlphaFold,ranked_2,93.8|6.2|0.0|0.0
T1054-D1,AlphaFold,ranked_3,94.6|5.4|0.0|0.0
T1054-D1,AlphaFold,ranked_4,94.6|5.4|0.0|0.0
T1054-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,95.4|3.8|0.0|0.8
T1054-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,95.4|3.8|0.8|0.0
T1054-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,96.9|3.1|0.0|0.0
T1054-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,96.9|3.1|0.0|0.0
T1054-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,96.9|3.1|0.0|0.0
T1054-D1,two_best_supervised,Mod-2best_supervised_0,95.4|4.6|0.0|0.0
T1054-D1,two_best_supervised,Mod-2best_supervised_1,95.4|3.8|0.8|0.0
T1054-D1,two_best_supervised,Mod-2best_supervised_2,96.2|3.8|0.0|0.0
T1054-D1,two_best_supervised,Mod-2best_supervised_3,96.2|3.8|0.0|0.0
T1054-D1,two_best_supervised,Mod-2best_supervised_4,96.9|2.3|0.8|0.0
T1054-D1,two_best_unsupervised,Mod-2best_unsupervised_0,95.4|4.6|0.0|0.0
T1054-D1,two_best_unsupervised,Mod-2best_unsupervised_1,95.4|3.8|0.8|0.0
T1054-D1,two_best_unsupervised,Mod-2best_unsupervised_2,96.2|3.8|0.0|0.0
T1054-D1,two_best_unsupervised,Mod-2best_unsupervised_3,96.2|3.8|0.0|0.0
T1054-D1,two_best_unsupervised,Mod-2best_unsupervised_4,96.9|2.3|0.8|0.0
T1055-D1,AlphaFold,ranked_0,96.5|3.5|0.0|0.0
T1055-D1,AlphaFold,ranked_1,96.5|3.5|0.0|0.0
T1055-D1,AlphaFold,ranked_2,96.5|3.5|0.0|0.0
T1055-D1,AlphaFold,ranked_3,97.4|2.6|0.0|0.0
T1055-D1,AlphaFold,ranked_4,97.4|2.6|0.0|0.0
T1055-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,97.4|2.6|0.0|0.0
T1055-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,96.5|3.5|0.0|0.0
T1055-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,97.4|2.6|0.0|0.0
T1055-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,97.4|2.6|0.0|0.0
T1055-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,97.4|2.6|0.0|0.0
T1055-D1,two_best_supervised,Mod-2best_supervised_0,96.5|3.5|0.0|0.0
T1055-D1,two_best_supervised,Mod-2best_supervised_1,96.5|3.5|0.0|0.0
T1055-D1,two_best_supervised,Mod-2best_supervised_2,96.5|3.5|0.0|0.0
T1055-D1,two_best_supervised,Mod-2best_supervised_3,97.4|2.6|0.0|0.0
T1055-D1,two_best_supervised,Mod-2best_supervised_4,96.5|3.5|0.0|0.0
T1055-D1,two_best_unsupervised,Mod-2best_unsupervised_0,96.5|3.5|0.0|0.0
T1055-D1,two_best_unsupervised,Mod-2best_unsupervised_1,96.5|3.5|0.0|0.0
T1055-D1,two_best_unsupervised,Mod-2best_unsupervised_2,96.5|3.5|0.0|0.0
T1055-D1,two_best_unsupervised,Mod-2best_unsupervised_3,97.4|2.6|0.0|0.0
T1055-D1,two_best_unsupervised,Mod-2best_unsupervised_4,96.5|3.5|0.0|0.0
T1056-D1,AlphaFold,ranked_0,89.0|11.0|0.0|0.0
T1056-D1,AlphaFold,ranked_1,90.3|9.7|0.0|0.0
T1056-D1,AlphaFold,ranked_2,91.0|9.0|0.0|0.0
T1056-D1,AlphaFold,ranked_3,88.3|11.7|0.0|0.0
T1056-D1,AlphaFold,ranked_4,89.7|10.3|0.0|0.0
T1056-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,89.7|10.3|0.0|0.0
T1056-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,88.3|11.7|0.0|0.0
T1056-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,89.0|11.0|0.0|0.0
T1056-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,89.7|10.3|0.0|0.0
T1056-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,90.3|9.7|0.0|0.0
T1056-D1,two_best_supervised,Mod-2best_supervised_0,89.7|10.3|0.0|0.0
T1056-D1,two_best_supervised,Mod-2best_supervised_1,89.7|10.3|0.0|0.0
T1056-D1,two_best_supervised,Mod-2best_supervised_2,89.0|11.0|0.0|0.0
T1056-D1,two_best_supervised,Mod-2best_supervised_3,91.0|9.0|0.0|0.0
T1056-D1,two_best_supervised,Mod-2best_supervised_4,86.9|12.4|0.7|0.0
T1056-D1,two_best_unsupervised,Mod-2best_unsupervised_0,89.7|10.3|0.0|0.0
T1056-D1,two_best_unsupervised,Mod-2best_unsupervised_1,89.0|11.0|0.0|0.0
T1056-D1,two_best_unsupervised,Mod-2best_unsupervised_2,88.3|11.7|0.0|0.0
T1056-D1,two_best_unsupervised,Mod-2best_unsupervised_3,89.0|11.0|0.0|0.0
T1056-D1,two_best_unsupervised,Mod-2best_unsupervised_4,88.3|11.0|0.7|0.0
T1065s1-D1,AlphaFold,ranked_0,95.9|4.1|0.0|0.0
T1065s1-D1,AlphaFold,ranked_1,94.9|5.1|0.0|0.0
T1065s1-D1,AlphaFold,ranked_2,95.9|4.1|0.0|0.0
T1065s1-D1,AlphaFold,ranked_3,95.9|4.1|0.0|0.0
T1065s1-D1,AlphaFold,ranked_4,94.9|5.1|0.0|0.0
T1065s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,98.0|2.0|0.0|0.0
T1065s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,98.0|2.0|0.0|0.0
T1065s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,98.0|2.0|0.0|0.0
T1065s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,98.0|2.0|0.0|0.0
T1065s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,98.0|2.0|0.0|0.0
T1065s1-D1,two_best_supervised,Mod-2best_supervised_0,96.9|3.1|0.0|0.0
T1065s1-D1,two_best_supervised,Mod-2best_supervised_1,96.9|3.1|0.0|0.0
T1065s1-D1,two_best_supervised,Mod-2best_supervised_2,95.9|4.1|0.0|0.0
T1065s1-D1,two_best_supervised,Mod-2best_supervised_3,98.0|2.0|0.0|0.0
T1065s1-D1,two_best_supervised,Mod-2best_supervised_4,98.0|2.0|0.0|0.0
T1065s1-D1,two_best_unsupervised,Mod-2best_unsupervised_0,96.9|3.1|0.0|0.0
T1065s1-D1,two_best_unsupervised,Mod-2best_unsupervised_1,98.0|2.0|0.0|0.0
T1065s1-D1,two_best_unsupervised,Mod-2best_unsupervised_2,98.0|2.0|0.0|0.0
T1065s1-D1,two_best_unsupervised,Mod-2best_unsupervised_3,98.0|2.0|0.0|0.0
T1065s1-D1,two_best_unsupervised,Mod-2best_unsupervised_4,98.0|1.0|1.0|0.0
T1065s2-D1,AlphaFold,ranked_0,96.5|3.5|0.0|0.0
T1065s2-D1,AlphaFold,ranked_1,95.3|4.7|0.0|0.0
T1065s2-D1,AlphaFold,ranked_2,95.3|4.7|0.0|0.0
T1065s2-D1,AlphaFold,ranked_3,94.1|5.9|0.0|0.0
T1065s2-D1,AlphaFold,ranked_4,96.5|3.5|0.0|0.0
T1065s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,98.8|1.2|0.0|0.0
T1065s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,95.3|4.7|0.0|0.0
T1065s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,97.6|2.4|0.0|0.0
T1065s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,96.5|3.5|0.0|0.0
T1065s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,97.6|2.4|0.0|0.0
T1065s2-D1,two_best_supervised,Mod-2best_supervised_0,96.5|3.5|0.0|0.0
T1065s2-D1,two_best_supervised,Mod-2best_supervised_1,97.6|2.4|0.0|0.0
T1065s2-D1,two_best_supervised,Mod-2best_supervised_2,97.6|2.4|0.0|0.0
T1065s2-D1,two_best_supervised,Mod-2best_supervised_3,96.5|3.5|0.0|0.0
T1065s2-D1,two_best_supervised,Mod-2best_supervised_4,96.5|3.5|0.0|0.0
T1065s2-D1,two_best_unsupervised,Mod-2best_unsupervised_0,96.5|3.5|0.0|0.0
T1065s2-D1,two_best_unsupervised,Mod-2best_unsupervised_1,96.5|3.5|0.0|0.0
T1065s2-D1,two_best_unsupervised,Mod-2best_unsupervised_2,96.5|3.5|0.0|0.0
T1065s2-D1,two_best_unsupervised,Mod-2best_unsupervised_3,97.6|2.4|0.0|0.0
T1065s2-D1,two_best_unsupervised,Mod-2best_unsupervised_4,97.6|2.4|0.0|0.0
T1074-D1,AlphaFold,ranked_0,91.2|7.9|0.9|0.0
T1074-D1,AlphaFold,ranked_1,90.4|8.8|0.0|0.9
T1074-D1,AlphaFold,ranked_2,89.5|9.6|0.9|0.0
T1074-D1,AlphaFold,ranked_3,88.6|10.5|0.0|0.9
T1074-D1,AlphaFold,ranked_4,88.6|10.5|0.9|0.0
T1074-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,88.6|9.6|0.9|0.9
T1074-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,92.1|7.0|0.9|0.0
T1074-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,90.4|8.8|0.9|0.0
T1074-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,91.2|7.0|0.9|0.9
T1074-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,90.4|8.8|0.9|0.0
T1074-D1,two_best_supervised,Mod-2best_supervised_0,91.2|6.1|0.9|1.8
T1074-D1,two_best_supervised,Mod-2best_supervised_1,92.1|7.0|0.0|0.9
T1074-D1,two_best_supervised,Mod-2best_supervised_2,93.0|6.1|0.0|0.9
T1074-D1,two_best_supervised,Mod-2best_supervised_3,93.0|5.3|1.8|0.0
T1074-D1,two_best_supervised,Mod-2best_supervised_4,93.0|6.1|0.9|0.0
T1074-D1,two_best_unsupervised,Mod-2best_unsupervised_0,90.4|7.9|1.8|0.0
T1074-D1,two_best_unsupervised,Mod-2best_unsupervised_1,92.1|7.0|0.9|0.0
T1074-D1,two_best_unsupervised,Mod-2best_unsupervised_2,92.1|7.0|0.9|0.0
T1074-D1,two_best_unsupervised,Mod-2best_unsupervised_3,92.1|6.1|0.9|0.9
T1074-D1,two_best_unsupervised,Mod-2best_unsupervised_4,93.9|6.1|0.0|0.0
T1076-D1,AlphaFold,ranked_0,95.1|4.7|0.0|0.2
T1076-D1,AlphaFold,ranked_1,93.5|6.0|0.2|0.2
T1076-D1,AlphaFold,ranked_2,94.0|5.8|0.0|0.2
T1076-D1,AlphaFold,ranked_3,94.0|5.8|0.2|0.0
T1076-D1,AlphaFold,ranked_4,93.5|6.2|0.0|0.2
T1076-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,95.5|4.2|0.2|0.0
T1076-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,94.7|4.9|0.2|0.2
T1076-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,95.8|4.0|0.2|0.0
T1076-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,95.8|3.8|0.2|0.2
T1076-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,95.1|4.7|0.2|0.0
T1076-D1,two_best_supervised,Mod-2best_supervised_0,95.8|4.2|0.0|0.0
T1076-D1,two_best_supervised,Mod-2best_supervised_1,95.8|4.0|0.0|0.2
T1076-D1,two_best_supervised,Mod-2best_supervised_2,95.8|4.0|0.2|0.0
T1076-D1,two_best_supervised,Mod-2best_supervised_3,94.7|4.9|0.2|0.2
T1076-D1,two_best_supervised,Mod-2best_supervised_4,95.8|3.8|0.2|0.2
T1076-D1,two_best_unsupervised,Mod-2best_unsupervised_0,95.3|4.5|0.2|0.0
T1076-D1,two_best_unsupervised,Mod-2best_unsupervised_1,95.5|4.2|0.2|0.0
T1076-D1,two_best_unsupervised,Mod-2best_unsupervised_2,95.8|3.8|0.2|0.2
T1076-D1,two_best_unsupervised,Mod-2best_unsupervised_3,96.4|3.3|0.2|0.0
T1076-D1,two_best_unsupervised,Mod-2best_unsupervised_4,96.0|3.6|0.2|0.2
T1078-D1,AlphaFold,ranked_0,93.5|5.6|0.9|0.0
T1078-D1,AlphaFold,ranked_1,94.4|4.6|0.9|0.0
T1078-D1,AlphaFold,ranked_2,91.7|7.4|0.9|0.0
T1078-D1,AlphaFold,ranked_3,93.5|5.6|0.9|0.0
T1078-D1,AlphaFold,ranked_4,90.7|9.3|0.0|0.0
T1078-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,89.8|9.3|0.0|0.9
T1078-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,89.8|10.2|0.0|0.0
T1078-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,88.9|11.1|0.0|0.0
T1078-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,88.9|10.2|0.9|0.0
T1078-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,89.8|10.2|0.0|0.0
T1078-D1,two_best_supervised,Mod-2best_supervised_0,89.8|9.3|0.0|0.9
T1078-D1,two_best_supervised,Mod-2best_supervised_1,85.2|13.9|0.9|0.0
T1078-D1,two_best_supervised,Mod-2best_supervised_2,89.8|10.2|0.0|0.0
T1078-D1,two_best_supervised,Mod-2best_supervised_3,88.0|11.1|0.9|0.0
T1078-D1,two_best_supervised,Mod-2best_supervised_4,88.0|11.1|0.0|0.9
T1078-D1,two_best_unsupervised,Mod-2best_unsupervised_0,88.9|11.1|0.0|0.0
T1078-D1,two_best_unsupervised,Mod-2best_unsupervised_1,89.8|9.3|0.9|0.0
T1078-D1,two_best_unsupervised,Mod-2best_unsupervised_2,88.9|11.1|0.0|0.0
T1078-D1,two_best_unsupervised,Mod-2best_unsupervised_3,89.8|9.3|0.0|0.9
T1078-D1,two_best_unsupervised,Mod-2best_unsupervised_4,87.0|11.1|0.9|0.9
T1082-D1,AlphaFold,ranked_0,94.2|5.8|0.0|0.0
T1082-D1,AlphaFold,ranked_1,94.2|5.8|0.0|0.0
T1082-D1,AlphaFold,ranked_2,94.2|4.3|1.4|0.0
T1082-D1,AlphaFold,ranked_3,94.2|5.8|0.0|0.0
T1082-D1,AlphaFold,ranked_4,94.2|5.8|0.0|0.0
T1082-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,97.1|2.9|0.0|0.0
T1082-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,98.6|1.4|0.0|0.0
T1082-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,95.7|4.3|0.0|0.0
T1082-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,98.6|1.4|0.0|0.0
T1082-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,98.6|1.4|0.0|0.0
T1082-D1,two_best_supervised,Mod-2best_supervised_0,97.1|2.9|0.0|0.0
T1082-D1,two_best_supervised,Mod-2best_supervised_1,98.6|1.4|0.0|0.0
T1082-D1,two_best_supervised,Mod-2best_supervised_2,98.6|1.4|0.0|0.0
T1082-D1,two_best_supervised,Mod-2best_supervised_3,97.1|2.9|0.0|0.0
T1082-D1,two_best_supervised,Mod-2best_supervised_4,95.7|2.9|1.4|0.0
T1082-D1,two_best_unsupervised,Mod-2best_unsupervised_0,97.1|2.9|0.0|0.0
T1082-D1,two_best_unsupervised,Mod-2best_unsupervised_1,98.6|1.4|0.0|0.0
T1082-D1,two_best_unsupervised,Mod-2best_unsupervised_2,95.7|2.9|0.0|1.4
T1082-D1,two_best_unsupervised,Mod-2best_unsupervised_3,97.1|2.9|0.0|0.0
T1082-D1,two_best_unsupervised,Mod-2best_unsupervised_4,98.6|1.4|0.0|0.0
T1090-D1,AlphaFold,ranked_0,93.7|5.7|0.6|0.0
T1090-D1,AlphaFold,ranked_1,92.5|7.5|0.0|0.0
T1090-D1,AlphaFold,ranked_2,89.3|9.4|1.3|0.0
T1090-D1,AlphaFold,ranked_3,93.1|6.9|0.0|0.0
T1090-D1,AlphaFold,ranked_4,93.1|6.9|0.0|0.0
T1090-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,96.2|3.1|0.6|0.0
T1090-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,97.5|2.5|0.0|0.0
T1090-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,96.9|3.1|0.0|0.0
T1090-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,95.0|3.8|0.6|0.6
T1090-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,92.5|5.7|1.9|0.0
T1090-D1,two_best_supervised,Mod-2best_supervised_0,96.9|2.5|0.6|0.0
T1090-D1,two_best_supervised,Mod-2best_supervised_1,94.3|4.4|0.6|0.6
T1090-D1,two_best_supervised,Mod-2best_supervised_2,96.2|3.1|0.6|0.0
T1090-D1,two_best_supervised,Mod-2best_supervised_3,95.6|3.8|0.0|0.6
T1090-D1,two_best_supervised,Mod-2best_supervised_4,96.9|3.1|0.0|0.0
T1090-D1,two_best_unsupervised,Mod-2best_unsupervised_0,96.2|2.5|0.6|0.6
T1090-D1,two_best_unsupervised,Mod-2best_unsupervised_1,92.5|5.7|1.3|0.6
T1090-D1,two_best_unsupervised,Mod-2best_unsupervised_2,97.5|1.9|0.6|0.0
T1090-D1,two_best_unsupervised,Mod-2best_unsupervised_3,96.2|2.5|0.0|1.3
T1090-D1,two_best_unsupervised,Mod-2best_unsupervised_4,97.5|1.9|0.0|0.6
T1099-D1,AlphaFold,ranked_0,98.1|1.9|0.0|0.0
T1099-D1,AlphaFold,ranked_1,96.8|2.5|0.6|0.0
T1099-D1,AlphaFold,ranked_2,96.2|3.8|0.0|0.0
